name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
tata indica dls,2005.0,95000.0,50000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
tata indica vista tdi lx,2012.0,140000.0,185000.0,diesel,individual,manual,second owner,19.4,1405.0,70,5.0
maruti swift vxi,2019.0,550000.0,40000.0,petrol,individual,manual,first owner,21.21,1197.0,81.8,5.0
renault kwid 1.0 rxt optional,2017.0,300000.0,30000.0,petrol,individual,manual,first owner,23.01,999.0,67,5.0
tata indigo cs elx bs iv,2011.0,150000.0,120000.0,diesel,individual,manual,first owner,23.03,1396.0,69,5.0
maruti wagon r vxi bs iv,2011.0,229999.0,69500.0,petrol,individual,manual,second owner,18.9,998.0,67.1,5.0
mahindra scorpio intelli hybrid s6 plus,2017.0,880000.0,46000.0,diesel,individual,manual,first owner,15.4,2179.0,120,7.0
toyota fortuner 3.0 diesel,2011.0,900000.0,120000.0,diesel,individual,manual,first owner,11.5,1248.0,171,7.0
mahindra scorpio s2 9 seater,2015.0,720000.0,80000.0,diesel,individual,manual,first owner,15.4,2523.0,75,5.0
hyundai i20 magna 1.4 crdi,2016.0,550000.0,90000.0,diesel,individual,manual,second owner,22.54,1396.0,88.73,5.0
mahindra scorpio s2 9 seater,2015.0,720000.0,90000.0,diesel,individual,manual,first owner,15.4,2523.0,75,5.0
hyundai santro xing xl,2006.0,70000.0,80000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
maruti swift vdi bsiv,2016.0,535000.0,70000.0,diesel,individual,manual,first owner,25.2,1248.0,74,5.0
hyundai xcent 1.1 crdi base,2015.0,320000.0,91000.0,diesel,individual,manual,third owner,24.4,1120.0,71,5.0
hyundai i20 sportz option 1.4 crdi,2015.0,500000.0,90000.0,diesel,individual,manual,first owner,22.54,1396.0,88.73,5.0
maruti ertiga vdi,2014.0,525000.0,110000.0,diesel,individual,manual,second owner,20.77,1248.0,88.76,7.0
renault kwid 1.0 rxt bsiv,2019.0,220000.0,90000.0,petrol,individual,manual,first owner,23.01,999.0,67,5.0
tata tiago 1.2 revotron xt,2018.0,350000.0,50000.0,petrol,individual,manual,first owner,23.84,1199.0,84,5.0
mahindra tuv 300 mhawk100 t8,2016.0,530000.0,60000.0,diesel,individual,manual,first owner,18.49,1493.0,100,7.0
maruti alto 800 lxi,2013.0,215000.0,35000.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
volkswagen vento diesel highline,2012.0,335000.0,100000.0,diesel,individual,manual,first owner,20.54,1598.0,103.6,5.0
hyundai xcent 1.1 crdi base,2015.0,320000.0,90000.0,diesel,individual,manual,second owner,24.4,1120.0,71,5.0
ford figo diesel lxi,2011.0,135000.0,120000.0,diesel,individual,manual,second owner,20.0,1399.0,68,5.0
maruti a-star vxi,2009.0,175000.0,95000.0,petrol,individual,manual,second owner,19.0,998.0,66.1,5.0
mahindra bolero 2011-2019 zlx,2017.0,800000.0,35000.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
tata indica gls bs iv,2007.0,78000.0,38000.0,petrol,individual,manual,second owner,15.3,1193.0,65.3,5.0
honda city i vtec vx,2014.0,565000.0,56000.0,petrol,individual,manual,second owner,17.4,1497.0,117.3,5.0
hyundai i20 2015-2017 sportz 1.4 crdi,2017.0,575000.0,50000.0,diesel,individual,manual,first owner,22.54,1396.0,88.73,5.0
hyundai eon era plus,2014.0,170000.0,70000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
maruti alto 800 vxi,2014.0,250999.0,30000.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
mahindra xuv500 w10 2wd,2015.0,950000.0,188000.0,diesel,individual,manual,first owner,16.0,2179.0,140,7.0
honda city i vtec e,2014.0,650000.0,60000.0,petrol,individual,manual,first owner,17.8,1497.0,117.3,5.0
tata safari storme ex,2013.0,550000.0,133000.0,diesel,individual,manual,first owner,14.0,2179.0,138.1,7.0
toyota innova 2.5 e diesel ps 7-seater,2010.0,650000.0,160000.0,diesel,individual,manual,first owner,12.8,2494.0,102,7.0
mahindra xuv500 w8 4wd,2013.0,800000.0,150000.0,diesel,individual,manual,second owner,15.1,2179.0,140,7.0
maruti alto 800 vxi,2020.0,250999.0,30000.0,petrol,individual,manual,first owner,22.05,796.0,47.3,5.0
maruti alto 800 lxi,2013.0,170000.0,60000.0,petrol,individual,manual,second owner,22.74,796.0,47.3,5.0
tata indigo cs le (tdi) bs-iii,2013.0,250000.0,30000.0,diesel,individual,manual,first owner,19.09,1396.0,69,5.0
chevrolet enjoy petrol ls 7 seater,2014.0,312000.0,80000.0,petrol,individual,manual,first owner,13.7,1399.0,98.82,7.0
maruti alto 800 lxi,2014.0,250000.0,20000.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
hyundai eon magna plus,2013.0,200000.0,80000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
mahindra scorpio s2 7 seater,2016.0,670000.0,73000.0,diesel,individual,manual,first owner,15.4,2523.0,75,7.0
hyundai eon d lite plus,2017.0,270000.0,50000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
mahindra bolero 2011-2019 slx,2012.0,360000.0,200000.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
maruti swift vdi,2018.0,630000.0,46000.0,diesel,individual,manual,first owner,28.4,1248.0,74,5.0
mahindra supro lx 8 str,2018.0,400000.0,50000.0,diesel,individual,manual,first owner,23.5,909.0,45,
maruti xl6 alpha,2019.0,1000000.0,15000.0,petrol,individual,manual,first owner,19.01,1462.0,103.2,6.0
maruti sx4 s cross 2015-2017 ddis 200 sigma,2017.0,650000.0,44000.0,diesel,dealer,manual,first owner,23.65,1248.0,88.5,5.0
maruti ritz vdi,2010.0,217000.0,120000.0,diesel,individual,manual,first owner,21.1,1248.0,73.9,5.0
maruti swift zxi,2012.0,280000.0,70000.0,petrol,individual,manual,second owner,18.6,1197.0,85.8,5.0
ford classic 1.6 duratec lxi,2013.0,350000.0,90000.0,petrol,individual,manual,first owner,14.09,1596.0,99.6,5.0
mahindra xuv500 w10 2wd,2017.0,1150000.0,42000.0,diesel,individual,manual,second owner,16.0,2179.0,140,7.0
hyundai grand i10 magna,2016.0,420000.0,30000.0,petrol,individual,manual,second owner,18.9,1197.0,82,5.0
maruti ciaz 1.4 alpha,2017.0,810000.0,80000.0,petrol,individual,manual,first owner,20.73,1373.0,91.1,5.0
hyundai i20 1.2 sportz,2011.0,290000.0,90000.0,petrol,individual,manual,third owner,17.0,1197.0,80,5.0
chevrolet beat lt,2012.0,180000.0,60000.0,petrol,individual,manual,first owner,18.6,1199.0,79.4,5.0
maruti eeco 5 seater ac bsiv,2010.0,160000.0,162000.0,petrol,individual,manual,first owner,15.37,1196.0,73,5.0
tata nano xe,2017.0,66000.0,70000.0,petrol,individual,manual,third owner,23.9,624.0,37.48,4.0
maruti wagon r stingray vxi,2015.0,369000.0,20000.0,petrol,individual,manual,second owner,20.51,998.0,67.04,5.0
tata new safari dicor 2.2 vx 4x2 bs iv,2012.0,300000.0,80000.0,diesel,individual,manual,second owner,13.93,2179.0,138.1,7.0
mahindra bolero plus ac,2008.0,350000.0,90000.0,diesel,individual,manual,first owner,13.6,2523.0,63,7.0
hyundai i10 asta sunroof at,2008.0,220000.0,120000.0,petrol,individual,automatic,second owner,19.2,1197.0,80,5.0
chevrolet tavera b3 lt l1 10 seats bsiii,2005.0,160000.0,,diesel,individual,manual,first owner,14.8,2499.0,80,5.0
maruti swift ldi bsiv,2009.0,221000.0,100000.0,diesel,individual,manual,second owner,17.8,1248.0,75,5.0
tata zest revotron 1.2 xt,2017.0,400000.0,35000.0,petrol,individual,manual,first owner,17.57,1193.0,88.7,5.0
toyota camry v4 (mt),2004.0,250000.0,120000.0,petrol,individual,manual,second owner,13.4,2362.0,164.7,5.0
mahindra bolero di bsiii,2011.0,390000.0,120000.0,diesel,individual,manual,fourth & above owner,13.6,2523.0,63,7.0
maruti eeco 5 seater ac bsiv,2012.0,190000.0,110000.0,petrol,individual,manual,first owner,15.37,1196.0,73,5.0
renault kwid rxt,2017.0,300000.0,60000.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
hyundai i20 1.4 asta dual tone,2017.0,750000.0,27000.0,diesel,individual,manual,first owner,22.54,1396.0,88.73,5.0
maruti swift dzire vdi,2016.0,650000.0,50000.0,diesel,individual,manual,first owner,26.59,1248.0,74,5.0
honda amaze i-vtec privilege edition,2018.0,635000.0,40000.0,petrol,individual,manual,first owner,17.8,1198.0,86.7,5.0
hyundai verna 1.6 sx,2013.0,520000.0,88000.0,diesel,individual,manual,second owner,22.32,1582.0,126.32,5.0
mahindra scorpio s11 4wd bsiv,2020.0,,50000.0,diesel,individual,manual,first owner,16.36,2179.0,140,7.0
hyundai verna 1.6 sx crdi (o),2012.0,415000.0,80000.0,diesel,individual,manual,second owner,22.32,1582.0,126.32,5.0
hyundai elite i20 diesel sportz,2019.0,700000.0,60000.0,diesel,individual,manual,first owner,22.54,1396.0,88.76,5.0
maruti swift lxi,2017.0,484999.0,26000.0,petrol,individual,manual,second owner,21.21,1197.0,81.8,5.0
ford fiesta 1.4 durasport exi,2007.0,120000.0,80000.0,petrol,individual,manual,second owner,16.6,1388.0,68,5.0
hyundai eon era plus,2014.0,220000.0,60000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
hyundai i10 magna,2014.0,320000.0,80000.0,petrol,individual,manual,second owner,20.36,1197.0,78.9,5.0
maruti swift vdi,2011.0,375000.0,90000.0,diesel,individual,manual,second owner,22.9,1248.0,74,5.0
hyundai verna 1.6 sx crdi (o),2012.0,440000.0,80000.0,diesel,individual,manual,second owner,22.32,1582.0,126.32,5.0
hyundai grand i10 1.2 kappa magna at,2019.0,550000.0,15000.0,petrol,individual,automatic,first owner,18.9,1197.0,81.86,5.0
maruti swift zdi bsiv,2017.0,640000.0,35000.0,diesel,individual,manual,second owner,25.2,1248.0,74,5.0
toyota etios gd,2014.0,420000.0,120000.0,diesel,individual,manual,first owner,23.59,1364.0,67.04,5.0
hyundai grand i10 crdi sportz,2016.0,330000.0,63000.0,diesel,individual,manual,third owner,24.0,1120.0,70,5.0
volkswagen ameo 1.5 tdi highline plus,2019.0,800000.0,25000.0,diesel,individual,manual,first owner,21.66,1498.0,108.62,5.0
maruti wagon r lxi bs iv,2011.0,240000.0,64500.0,petrol,individual,manual,first owner,18.9,998.0,67.1,5.0
mahindra kuv 100 mfalcon d75 k2 plus,2016.0,360000.0,100000.0,diesel,individual,manual,second owner,25.32,1198.0,77,6.0
hyundai verna 1.6 crdi sx,2017.0,750000.0,40000.0,diesel,individual,manual,first owner,23.9,1582.0,126.2,5.0
hyundai i20 1.2 magna executive,2017.0,570000.0,15000.0,petrol,individual,manual,second owner,18.6,1197.0,81.83,5.0
toyota etios liva gd,2015.0,450000.0,25000.0,diesel,individual,manual,first owner,23.59,1364.0,67.04,5.0
maruti ritz lxi,2016.0,270000.0,82000.0,petrol,individual,manual,third owner,18.5,1197.0,85.8,5.0
maruti ertiga vdi,2012.0,459999.0,87000.0,diesel,individual,manual,first owner,20.77,1248.0,88.76,7.0
maruti alto k10 vxi,2015.0,240000.0,80000.0,petrol,individual,manual,second owner,23.95,998.0,67.05,5.0
renault duster 110ps diesel rxz,2012.0,320000.0,110000.0,diesel,individual,manual,third owner,19.01,1461.0,108.45,5.0
tata manza aura (abs) quadrajet bs iv,2011.0,149000.0,148000.0,diesel,individual,manual,second owner,21.12,1248.0,88.8,5.0
mahindra scorpio s11 bsiv,2018.0,,40000.0,diesel,individual,manual,first owner,16.36,2179.0,140,7.0
hyundai accent executive,2011.0,180000.0,70000.0,petrol,individual,manual,first owner,16.36,1495.0,93.7,5.0
hyundai santro xing gls lpg,2012.0,185000.0,70000.0,lpg,individual,manual,second owner,13.45,1086.0,62.1,5.0
maruti 800 ac,2008.0,65000.0,40000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
tata indigo lx,2010.0,130000.0,120000.0,diesel,individual,manual,first owner,17.0,1405.0,70,5.0
ford fiesta classic 1.4 duratorq clxi,2012.0,330000.0,60000.0,diesel,individual,manual,first owner,17.8,1399.0,67,5.0
tata manza aura (abs) quadrajet,2011.0,190000.0,90000.0,diesel,dealer,manual,first owner,18.8,1248.0,90,5.0
maruti swift vdi,2014.0,501000.0,68000.0,diesel,dealer,manual,first owner,22.9,1248.0,74,5.0
honda amaze s i-dtec,2017.0,600000.0,24500.0,diesel,dealer,manual,first owner,25.8,1498.0,98.6,5.0
mahindra xuv500 w8 4wd,2012.0,570000.0,77000.0,diesel,dealer,manual,second owner,15.1,2179.0,140,7.0
honda amaze vx o idtec,2015.0,450000.0,85000.0,diesel,dealer,manual,first owner,25.8,1498.0,98.6,5.0
toyota etios 1.5 v,2011.0,285000.0,45500.0,petrol,dealer,manual,first owner,16.78,1496.0,88.73,5.0
maruti swift vdi,2014.0,490000.0,67000.0,diesel,dealer,manual,first owner,28.4,1248.0,74,5.0
maruti swift vdi,2014.0,500000.0,77000.0,diesel,dealer,manual,first owner,28.4,1248.0,74,5.0
hyundai eon magna plus,2016.0,275000.0,47000.0,petrol,dealer,manual,first owner,21.1,814.0,55.2,5.0
tata tiago xt,2017.0,440000.0,57000.0,petrol,dealer,manual,first owner,23.84,1199.0,84.48,5.0
hyundai i20 1.4 asta option,2018.0,825000.0,71500.0,diesel,dealer,manual,first owner,22.54,1396.0,88.73,5.0
toyota etios liva 1.4 gd,2012.0,411000.0,110000.0,diesel,dealer,manual,first owner,23.59,1364.0,67.04,5.0
maruti swift dzire vdi,2013.0,470000.0,82000.0,diesel,dealer,manual,second owner,26.59,1248.0,74,5.0
maruti swift vdi,2013.0,445000.0,70000.0,diesel,dealer,manual,second owner,28.4,1248.0,74,5.0
maruti baleno zeta diesel,2017.0,752000.0,28000.0,diesel,dealer,manual,first owner,27.39,1248.0,74,5.0
skoda rapid 1.5 tdi style plus black package,2016.0,650000.0,125000.0,diesel,dealer,manual,second owner,21.14,1498.0,103.52,5.0
maruti swift vdi,2013.0,450000.0,67000.0,diesel,dealer,manual,second owner,28.4,1248.0,74,5.0
honda city 1.5 v mt,2011.0,350000.0,93500.0,petrol,dealer,manual,third owner,17.0,1497.0,118,5.0
maruti swift vvt vxi,2012.0,511000.0,8500.0,petrol,dealer,manual,first owner,22.0,1197.0,81.8,5.0
maruti baleno zeta 1.3,2016.0,700000.0,80000.0,diesel,dealer,manual,first owner,27.39,1248.0,74,5.0
ford fiesta 1.4 duratec exi limited edition,2007.0,142000.0,97000.0,petrol,individual,manual,first owner,16.6,1388.0,68,5.0
tata new safari dicor 2.2 vx 4x2,2012.0,725000.0,90000.0,diesel,individual,manual,first owner,13.93,2179.0,138,7.0
hyundai i20 1.2 asta option,2017.0,630000.0,30000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
hyundai i20 sportz 1.2,2015.0,480000.0,50000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
maruti alto k10 vxi,2016.0,330000.0,30000.0,petrol,individual,manual,first owner,23.95,998.0,67.05,5.0
maruti gypsy king soft top mpi bsiv,2017.0,500000.0,20000.0,petrol,individual,manual,first owner,11.96,1298.0,80,
volkswagen polo diesel highline 1.2l,2012.0,300000.0,60300.0,diesel,individual,manual,first owner,22.07,1199.0,73.9,5.0
tata zest quadrajet 1.3 xm,2015.0,400000.0,35000.0,diesel,individual,manual,first owner,23.0,1248.0,88.7,5.0
tata safari dicor 2.2 ex 4x2,2011.0,320000.0,80000.0,diesel,individual,manual,first owner,13.93,2179.0,138.03,7.0
hyundai i10 magna 1.1l,2008.0,180000.0,44391.0,petrol,individual,manual,second owner,19.81,1086.0,68.05,5.0
maruti baleno sigma 1.3,2016.0,530000.0,58000.0,diesel,individual,manual,first owner,27.39,1248.0,74,5.0
mahindra bolero 2011-2019 special edition,2015.0,600000.0,40000.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
maruti ertiga shvs zdi,2017.0,780000.0,66000.0,diesel,individual,manual,second owner,24.52,1248.0,88.5,7.0
honda city i dtec sv,2016.0,700000.0,110000.0,diesel,individual,manual,first owner,26.0,1498.0,98.6,5.0
chevrolet beat diesel,2013.0,175000.0,56315.0,diesel,individual,manual,first owner,25.44,936.0,57.6,5.0
mahindra bolero power plus sle,2017.0,735000.0,70000.0,diesel,individual,manual,first owner,16.5,1493.0,70,7.0
toyota etios liva gd,2013.0,325000.0,120000.0,diesel,individual,manual,first owner,23.59,1364.0,67.06,5.0
chevrolet tavera ls b3 10 seats bsii,2006.0,225000.0,100000.0,diesel,individual,manual,first owner,14.8,2499.0,80,5.0
tata zest quadrajet 1.3 xm,2015.0,350000.0,90000.0,diesel,individual,manual,second owner,23.0,1248.0,88.7,5.0
maruti wagon r lxi duo bsiii,2006.0,110000.0,120000.0,lpg,individual,manual,third owner,17.3,1061.0,57.5,5.0
maruti zen estilo lxi bsiii,2007.0,85000.0,160000.0,petrol,individual,manual,fourth & above owner,18.2,998.0,67.1,5.0
toyota corolla ae,2006.0,150000.0,100000.0,petrol,individual,manual,fourth & above owner,13.4,1794.0,125,5.0
maruti swift dzire vdi,2009.0,225000.0,120000.0,diesel,individual,manual,third owner,19.3,1248.0,73.9,5.0
tata indica vista terra quadrajet 1.3l,2010.0,111000.0,100000.0,diesel,individual,manual,second owner,18.0,1248.0,75,5.0
maruti wagon r vxi minor,2007.0,150000.0,70000.0,petrol,individual,manual,third owner,18.9,1061.0,67,5.0
hyundai eon era plus,2017.0,300000.0,15151.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
mahindra scorpio 1.99 s6 plus,2015.0,630000.0,60000.0,diesel,individual,manual,first owner,15.4,1997.0,120,7.0
hyundai i10 era,2011.0,206000.0,100000.0,petrol,individual,manual,first owner,19.81,1086.0,68.05,5.0
maruti wagon r lxi,2006.0,70000.0,110000.0,petrol,individual,manual,fourth & above owner,18.9,998.0,67.1,5.0
hyundai grand i10 1.2 kappa magna at,2019.0,567000.0,7000.0,petrol,individual,automatic,first owner,18.9,1197.0,81.86,5.0
ford ecosport 1.5 ti vct mt titanium bsiv,2013.0,500000.0,70000.0,petrol,individual,manual,second owner,15.85,1499.0,110.4,5.0
hyundai grand i10 sportz,2015.0,400000.0,128000.0,petrol,individual,manual,first owner,18.9,1197.0,82,5.0
maruti swift vdi bsiv,2011.0,340000.0,160000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
toyota innova 2.5 gx 8 str,2012.0,850000.0,120000.0,diesel,individual,manual,second owner,12.8,2494.0,102,
maruti swift vdi bsiv,2014.0,570000.0,15000.0,diesel,individual,manual,first owner,25.2,1248.0,74,5.0
maruti swift dzire vdi,2017.0,699000.0,60000.0,diesel,individual,manual,first owner,28.4,1248.0,74.02,5.0
honda brio exclusive edition,2013.0,355000.0,80000.0,petrol,individual,manual,first owner,19.4,1198.0,86.8,5.0
maruti swift dzire vdi optional,2016.0,690000.0,80000.0,diesel,individual,manual,first owner,26.59,1248.0,74,5.0
ford fiesta 1.4 duratorq zxi,2006.0,180000.0,114321.0,diesel,individual,manual,second owner,17.8,1399.0,68,5.0
tata indica vista tdi lx,2013.0,200000.0,120000.0,diesel,individual,manual,first owner,19.4,1405.0,70,5.0
mahindra scorpio vlx 2wd airbag at bsiv,2012.0,575000.0,120000.0,diesel,individual,manual,second owner,12.05,2179.0,120,
toyota etios liva gd,2014.0,415000.0,146000.0,diesel,individual,manual,first owner,23.59,1364.0,67.06,5.0
hyundai i10 magna lpg,2012.0,350000.0,30000.0,lpg,individual,manual,first owner,19.2,1086.0,68.05,5.0
hyundai eon d lite plus,2017.0,350000.0,20000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
toyota platinum etios 1.4 gd,2017.0,632000.0,150000.0,diesel,individual,manual,first owner,23.59,1364.0,67.05,5.0
maruti eeco cng 5 seater ac bsiv,2014.0,325000.0,70000.0,cng,individual,manual,second owner,21.94,1196.0,61.7,5.0
hyundai elantra sx,2013.0,511000.0,90000.0,petrol,individual,manual,second owner,16.3,1797.0,147.5,5.0
honda city 1.5 v mt,2010.0,300000.0,100000.0,petrol,individual,manual,third owner,17.0,1497.0,118,5.0
maruti wagon r lxi,2005.0,70000.0,188000.0,petrol,individual,manual,fourth & above owner,18.9,998.0,67.1,5.0
hyundai i10 sportz 1.1l,2008.0,180000.0,100000.0,petrol,individual,manual,third owner,19.81,1086.0,68.05,5.0
hyundai i20 1.2 asta,2017.0,730000.0,37333.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
maruti ertiga vdi,2014.0,450000.0,15000.0,diesel,individual,manual,second owner,20.77,1248.0,88.76,7.0
hyundai sonata 2.4 gdi mt,2012.0,550000.0,69500.0,petrol,individual,manual,second owner,13.44,2359.0,198.25,5.0
maruti wagon r lxi cng,2017.0,420000.0,60000.0,cng,individual,manual,first owner,26.6,998.0,58.16,5.0
toyota etios gd,2016.0,509999.0,80000.0,diesel,individual,manual,second owner,23.59,1364.0,67.05,5.0
toyota innova 2.5 g (diesel) 7 seater,2015.0,905000.0,110000.0,diesel,individual,manual,first owner,12.99,2494.0,100.6,7.0
maruti swift vdi bsiv,2010.0,240000.0,134000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
maruti alto lx,2011.0,140000.0,72000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
toyota innova 2.5 g (diesel) 7 seater bs iv,2006.0,300000.0,140000.0,diesel,individual,manual,second owner,12.8,2494.0,102,
maruti ritz lxi,2015.0,300000.0,80000.0,petrol,individual,manual,second owner,18.5,1197.0,85.8,5.0
maruti swift dzire vdi,2010.0,225000.0,120000.0,diesel,individual,manual,second owner,19.3,1248.0,73.9,5.0
toyota innova 2.5 g (diesel) 8 seater,2015.0,860000.0,90000.0,diesel,individual,manual,second owner,12.99,2494.0,100.6,
renault duster 85ps diesel rxl optional,2012.0,400000.0,100000.0,diesel,individual,manual,second owner,20.46,1461.0,83.8,5.0
maruti swift dzire lxi,2009.0,190000.0,90000.0,petrol,individual,manual,third owner,17.5,1298.0,85.8,5.0
honda amaze vx i-dtec,2013.0,350000.0,140000.0,diesel,individual,manual,third owner,25.8,1498.0,98.6,5.0
chevrolet spark 1.0 ls,2010.0,75000.0,120000.0,petrol,individual,manual,first owner,18.0,995.0,62,5.0
maruti vitara brezza vdi amt,2019.0,860000.0,35000.0,diesel,individual,automatic,first owner,24.3,1248.0,88.5,5.0
maruti alto k10 vxi,2014.0,250000.0,50000.0,petrol,individual,manual,second owner,23.95,998.0,67.05,5.0
hyundai verna 1.4 crdi,2017.0,700000.0,82000.0,diesel,individual,manual,first owner,24.8,1396.0,88.7,5.0
maruti swift vdi bsiv,2014.0,399000.0,70000.0,diesel,individual,manual,third owner,25.2,1248.0,74,5.0
maruti ritz lxi,2016.0,320000.0,90000.0,petrol,individual,manual,first owner,18.5,1197.0,85.8,5.0
skoda octavia ambition 2.0 tdi mt,2014.0,1100000.0,79000.0,diesel,individual,manual,second owner,20.6,1968.0,141,5.0
toyota innova 2.5 v diesel 7-seater,2011.0,750000.0,69500.0,diesel,individual,manual,second owner,12.8,2494.0,102,7.0
toyota innova 2.5 v diesel 7-seater,2010.0,750000.0,69500.0,diesel,individual,manual,second owner,12.8,2494.0,102,7.0
mahindra bolero 2011-2019 plus non ac bsiv ps,2018.0,530000.0,20000.0,diesel,individual,manual,first owner,15.96,2523.0,63,5.0
maruti ciaz zdi plus shvs,2017.0,750000.0,53000.0,diesel,individual,manual,first owner,28.09,1248.0,88.5,5.0
nissan micra xv cvt,2017.0,560000.0,21500.0,petrol,individual,automatic,first owner,19.34,1198.0,76,5.0
tata tiago 1.05 revotorq xz wo alloy,2017.0,450000.0,89000.0,diesel,individual,manual,first owner,27.28,1047.0,69,5.0
maruti swift dzire vxi,2013.0,459999.0,35000.0,petrol,individual,manual,second owner,19.1,1197.0,85.8,5.0
maruti zen estilo lxi bs iv,2013.0,235000.0,43000.0,petrol,individual,manual,second owner,19.0,998.0,67.1,5.0
hyundai santro xing gls,2009.0,180000.0,80000.0,petrol,individual,manual,second owner,17.92,1086.0,62.1,5.0
hyundai santro xing xs,2007.0,140000.0,80000.0,petrol,individual,manual,second owner,17.8,1086.0,63,5.0
hyundai i20 asta 1.4 crdi,2014.0,620000.0,110000.0,diesel,individual,manual,first owner,22.54,1396.0,88.73,5.0
hyundai eon era,2012.0,190000.0,100000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
hyundai eon sportz,2018.0,380000.0,25000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
ford ecosport s diesel bsiv,2019.0,1145000.0,20000.0,diesel,individual,manual,first owner,23.0,1498.0,98.96,5.0
tata zest quadrajet 1.3 75ps xe,2017.0,540000.0,70000.0,diesel,individual,manual,first owner,22.95,1248.0,74,5.0
toyota innova 2.5 v diesel 7-seater,2011.0,800000.0,197000.0,diesel,individual,manual,first owner,12.8,2494.0,102,7.0
maruti wagon r lxi bsiii,2006.0,150000.0,100000.0,petrol,individual,manual,second owner,14.0,1061.0,64,5.0
maruti 800 std,2014.0,55000.0,70000.0,petrol,individual,manual,first owner,16.1,796.0,37,4.0
mahindra xuv500 w10 2wd,2015.0,919999.0,140000.0,diesel,individual,manual,first owner,16.0,2179.0,140,7.0
maruti esteem lx,2008.0,75000.0,86000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
maruti alto lxi bsiii,2009.0,135000.0,50000.0,petrol,individual,manual,first owner,19.7,796.0,46.3,5.0
tata tiago 1.2 revotron xz,2017.0,340000.0,40300.0,petrol,individual,manual,first owner,23.84,1199.0,84,5.0
toyota innova 2.5 g (diesel) 7 seater bs iv,2010.0,525000.0,120000.0,diesel,individual,manual,second owner,12.8,2494.0,102,
maruti celerio vxi,2016.0,411000.0,25000.0,petrol,individual,manual,second owner,23.1,998.0,67.04,5.0
maruti wagon r lxi minor,2010.0,150000.0,155000.0,petrol,individual,manual,third owner,18.9,998.0,67.1,5.0
honda jazz 1.2 v at i vtec,2015.0,575000.0,50000.0,petrol,individual,automatic,first owner,19.0,1199.0,88.7,5.0
hyundai i20 asta option 1.2,2017.0,595000.0,30030.0,petrol,dealer,manual,first owner,18.6,1197.0,81.83,5.0
hyundai xcent 1.2 kappa sx option,2017.0,525000.0,29029.0,petrol,dealer,manual,first owner,19.1,1197.0,82,5.0
maruti ritz vdi,2012.0,335000.0,72072.0,diesel,dealer,manual,first owner,21.1,1248.0,73.9,5.0
ford figo diesel exi,2012.0,300000.0,54000.0,diesel,individual,manual,first owner,20.0,1399.0,68,5.0
hyundai i20 2015-2017 sportz option 1.4 crdi,2012.0,415000.0,82082.0,diesel,dealer,manual,first owner,22.54,1396.0,88.73,5.0
mahindra xuv500 w8 2wd,2016.0,925000.0,48000.0,diesel,individual,manual,second owner,16.0,2179.0,140,7.0
maruti ertiga bsiv zxi plus,2016.0,750000.0,20000.0,petrol,individual,manual,first owner,17.5,1373.0,91.1,7.0
hyundai verna crdi 1.6 at sx option,2018.0,1150000.0,49000.0,diesel,individual,automatic,first owner,22.0,1582.0,126.2,5.0
datsun go plus t bsiv,2015.0,260000.0,35000.0,petrol,individual,manual,third owner,19.44,1198.0,67,7.0
maruti alto 800 cng lxi,2017.0,260000.0,67000.0,cng,individual,manual,first owner,19.44,796.0,40.3,4.0
maruti swift dzire vdi bsiv,2011.0,347000.0,80600.0,diesel,individual,manual,first owner,19.3,1248.0,73.9,5.0
hyundai eon magna optional,2013.0,195000.0,58609.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
